Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Transferwaarde,Waarde,AtleetId
100 meter,Talotti Arturo,4866881,36,Italia,Man,32340,Sprinters,16,11,15,186,80,2025-02-23 18:46:31,20,11,0,20,0,0,0,9,10,,0,4866881
200 meter,Vidali Camillo,5123058,30,Italia,Man,22820,Sprinters,20,9,16,190,85,2025-02-23 18:46:33,19,17,0,16,2,1,0,9,7,,0,5123058
200 meter,Balsamo Glory,4898601,35,Italia,Vrouw,21950,Sprinters,16,13,17,178,62,2025-02-23 18:46:35,15,15,3,17,0,0,0,9,8,,0,4898601
100 meter,Mansilla Nahia,4942826,34,España,Vrouw,24170,Sprinters,20,14,16,164,69,2025-02-23 18:46:37,19,13,0,18,1,0,0,10,10,,0,4942826
400 meter horden,Matthews Savannah,5068006,31,United States,Vrouw,22070,Sprinters,20,11,16,163,51,2025-02-23 18:46:40,20,5,3,17,15,1,1,10,10,,0,5068006
400 meter,Quagliarotti Miriam,5043317,31,Italia,Vrouw,33450,Sprinters,20,11,18,172,73,2025-02-23 18:46:42,15,16,1,19,5,0,0,10,10,,1000,5043317
100 meter horden,Rangel Acerina,4898735,35,España,Vrouw,25320,Sprinters,20,13,17,181,55,2025-02-23 18:46:45,20,0,0,17,16,0,0,10,8,,0,4898735
800 meter,Cerizzi Alfio,4816816,37,Italia,Man,18840,Middenafstandslopers,11,13,17,183,76,2025-02-23 18:47:03,13,0,15,17,0,0,0,8,7,,0,4816816
3.000 meter steeplechase,Cloarec Hamid,4917445,35,France,Man,23520,Middenafstandslopers,20,14,17,164,46,2025-02-23 18:47:06,20,0,18,15,2,0,0,9,7,,0,4917445
1.500 meter,Inacio Eliott,4995761,35,France,Man,21170,Middenafstandslopers,20,14,15,180,67,2025-02-23 18:47:09,20,0,17,15,0,0,0,9,10,,0,4995761
800 meter,Ibaizábal Merche,4869919,38,España,Vrouw,22080,Middenafstandslopers,12,16,19,166,68,2025-02-23 18:47:11,18,0,14,17,0,0,0,8,8,,0,4869919
Speerwerpen,Telebak Aisa,5596143,18,Bosna i Hercegovina,Vrouw,1560,Werpers,18,2,18,181,80,2025-02-23 18:47:11,18,6,2,4,7,3,10,6,7,,7000,5596143
3.000 meter steeplechase,Lesiak Dominika,4925102,36,Polska,Vrouw,29320,Middenafstandslopers,19,17,17,171,51,2025-02-23 18:47:15,20,0,17,16,0,0,0,7,9,,0,4925102
1.500 meter,Simionato Maria Pia,4826622,37,Italia,Vrouw,17610,Middenafstandslopers,19,13,17,164,48,2025-02-23 18:47:18,18,0,17,13,0,0,0,7,9,,0,4826622
5.000 meter,Aurier Marius,4859014,37,France,Man,23400,Langeafstandslopers,19,17,18,187,57,2025-02-23 18:47:39,16,0,17,13,0,0,1,9,9,,0,4859014
Marathon,Biffi Gigi,4870267,36,Italia,Man,27360,Langeafstandslopers,20,12,16,186,46,2025-02-23 18:47:41,18,0,18,15,0,0,0,8,9,,0,4870267
10.000 meter,Mancevski Sacha,5080427,30,FYR Makedonija,Man,31110,Langeafstandslopers,20,12,17,195,91,2025-02-23 18:47:44,17,3,19,16,2,1,3,9,10,,0,5080427
10.000 meter,De Paulis Amanda,4758765,39,Italia,Vrouw,16860,Langeafstandslopers,17,13,16,179,59,2025-02-23 18:47:47,19,0,17,13,0,0,0,9,6,,0,4758765
5.000 meter,Dussier Michele,5105051,31,Lëtzebuerg,Vrouw,36150,Langeafstandslopers,19,11,17,162,52,2025-02-23 18:47:49,15,0,18,18,0,1,1,10,8,,0,5105051
Marathon,Guerreiro Irina,4871743,36,Portugal,Vrouw,27600,Langeafstandslopers,20,15,18,169,45,2025-02-23 18:47:53,18,0,19,13,0,0,0,11,5,,0,4871743
Onbekend,Belyayev Kirill,5593326,17,Belarus,Man,1750,Sprinters,20,2,19,163,69,2025-02-23 18:48:08,13,9,3,10,3,0,2,5,8,,1000,5593326
50 km snelwandelen,Gasparini Fausto,4831125,37,Italia,Man,20510,Snelwandelaars,20,13,18,171,62,2025-02-23 18:48:10,20,0,18,0,5,0,0,11,11,,0,4831125
20 km snelwandelen,Montagne Lilian,4850187,36,France,Man,33270,Snelwandelaars,20,13,17,171,65,2025-02-23 18:48:13,20,0,20,2,0,0,0,11,12,,0,4850187
10 km snelwandelen,Susic Giacomo,5016272,33,Italia,Man,27760,Snelwandelaars,19,12,14,172,68,2025-02-23 18:48:16,20,0,18,0,1,0,0,13,14,,0,5016272
10 km snelwandelen,Firszt Izabela,5026939,32,Polska,Vrouw,33090,Snelwandelaars,20,11,15,178,65,2025-02-23 18:48:18,18,0,19,0,4,0,2,14,13,,0,5026939
20 km snelwandelen,Ortis Grazia,4859533,36,Italia,Vrouw,43850,Snelwandelaars,18,12,17,171,36,2025-02-23 18:48:21,17,0,20,0,0,0,0,13,15,,0,4859533
50 km snelwandelen,Pongrácz Ivett,4971971,34,Magyarország,Vrouw,33710,Snelwandelaars,20,15,16,184,53,2025-02-23 18:48:23,18,0,19,0,3,2,0,14,14,,0,4971971
Verspringen,Capetillo Ion,4989808,34,España,Man,23380,Springers,20,12,17,169,56,2025-02-23 18:48:42,19,0,0,0,16,17,0,8,12,,0,4989808
Verspringen,Long Landon,5013976,33,United States,Man,32840,Springers,20,15,19,186,69,2025-02-23 18:48:45,20,0,0,7,10,20,0,9,9,,0,5013976
Hoogspringen,Pettemeridis Giorgos,4839182,37,Cyprus,Man,28730,Springers,13,15,17,186,66,2025-02-23 18:48:47,15,0,0,0,16,18,0,9,6,,0,4839182
Polsstokhoogspringen,Villalta Xerach,4810015,37,España,Man,21510,Springers,20,15,16,184,56,2025-02-23 18:48:49,18,0,0,0,16,16,0,8,7,,0,4810015
Polsstokhoogspringen,Hansjakob Christina,4973186,33,Switzerland,Vrouw,28570,Springers,20,12,16,165,58,2025-02-23 18:48:52,20,3,0,0,16,18,0,9,10,,0,4973186
Verspringen,Howell Chelsea,5026540,34,United States,Vrouw,18660,Springers,19,14,14,180,64,2025-02-23 18:48:54,19,0,0,7,7,18,0,6,9,,0,5026540
Hoogspringen,Huffins Jordan,5071197,33,United States,Vrouw,29730,Springers,19,14,16,183,71,2025-02-23 18:48:57,20,0,0,0,12,20,0,8,8,,0,5071197
Hinkstapspringen,Petrella Gina,4823177,37,Italia,Vrouw,19520,Springers,16,15,17,169,50,2025-02-23 18:49:01,17,0,0,0,15,16,0,7,6,,0,4823177
Discuswerpen,Bonassi Tullio,4898975,35,Italia,Man,20810,Werpers,20,12,16,188,76,2025-02-23 18:49:57,18,16,0,0,0,0,15,13,11,,0,4898975
Kogelslingeren,Clementi Mirko,4834383,37,Italia,Man,9310,Werpers,20,12,17,182,80,2025-02-23 18:50:00,16,13,0,0,4,0,14,7,7,,0,4834383
Kogelstoten,Delmotte Simon,4913196,35,France,Man,24380,Werpers,16,16,16,196,103,2025-02-23 18:50:02,14,18,0,0,0,0,13,10,7,,0,4913196
Speerwerpen,Jürgensen Laurits,4928179,34,Danmark,Man,27260,Werpers,19,16,15,189,86,2025-02-23 18:50:05,16,16,0,0,0,0,17,9,7,,0,4928179
Speerwerpen,Bonin Blanche,4921810,35,France,Vrouw,31880,Werpers,20,16,16,164,80,2025-02-23 18:50:07,20,17,0,0,0,0,17,8,7,,0,4921810
Kogelstoten,Dolcini Fausta,4838273,37,Italia,Vrouw,26140,Werpers,20,13,17,186,70,2025-02-23 18:50:09,17,19,0,0,0,0,14,8,8,,0,4838273
Kogelslingeren,Nell Luana,4967907,33,Deutschland,Vrouw,21960,Werpers,20,10,15,174,61,2025-02-23 18:50:12,19,18,0,0,4,0,14,6,10,,0,4967907
Discuswerpen,West Shelby,4916694,36,United States,Vrouw,29050,Werpers,19,16,16,176,97,2025-02-23 18:50:15,18,19,0,0,3,0,13,4,8,,0,4916694
Vijfkamp Mannen,Monroy Eduardo,4964113,34,España,Man,9700,Meerkampers,20,11,16,183,76,2025-02-23 18:50:33,20,11,0,11,7,0,0,13,11,,0,4964113
Tienkamp,Szewiński Adrian,5028462,32,Polska,Man,12210,Meerkampers,19,12,18,189,89,2025-02-23 18:50:35,11,9,1,16,7,0,1,10,6,,0,5028462
Zevenkamp,Fabre Eléanor,4891825,35,France,Vrouw,9410,Meerkampers,17,15,17,174,62,2025-02-23 18:50:38,19,13,0,11,4,0,5,9,9,,0,4891825
Vijfkamp Vrouwen,Kämpfe Fiona,4940248,34,Deutschland,Vrouw,5940,Meerkampers,20,13,17,172,62,2025-02-23 18:50:40,19,6,0,8,9,5,1,10,11,,1000,4940248
Speerwerpen,Peškovič Gustáv,4971455,33,Slovensko,Man,56650,Werpers,20,16,15,192,79,2025-02-23 19:36:17,19,20,0,0,1,0,20,10,12,,29999,4971455
Onbekend,Sprećaković Jelisaveta,5601185,17,Srbija,Vrouw,1740,Meerkampers,20,1,14,176,75,2025-02-23 19:38:10,19,5,3,0,1,2,10,8,7,,0,5601185
Onbekend,Muslin Veroljub,5647946,17,Srbija,Man,1100,Snelwandelaars,15,1,15,177,78,2025-02-23 19:41:56,20,4,3,1,5,5,3,7,6,,0,5647946
Onbekend,Jurczyk Włodzimierz,5547452,17,Polska,Man,2700,Springers,20,3,17,174,74,2025-02-23 19:42:26,19,1,3,2,6,12,2,6,8,,0,5547452
Onbekend,Hays Sebastian,5548326,17,United States,Man,1200,Meerkampers,20,3,15,192,105,2025-02-23 19:43:12,13,5,1,9,2,6,7,8,7,,0,5548326
Onbekend,Todorov Zlatan,5595013,17,Srbija,Man,2180,Werpers,20,1,14,197,104,2025-02-23 19:43:53,19,11,2,3,5,2,5,8,5,,0,5595013
Onbekend,Banjanin Nataša,5654192,16,Srbija,Vrouw,1390,Sprinters,18,1,15,169,61,2025-02-23 19:44:11,20,5,0,1,9,3,2,5,6,,0,5654192
Kogelslingeren,Choi Emma,5008750,32,Singapore,Vrouw,52620,Werpers,20,17,15,187,87,2025-02-23 19:47:08,17,20,0,1,1,0,19,10,11,,109000,5008750
Onbekend,Spiric Slavimir,5654191,15,Srbija,Man,1170,Meerkampers,17,1,14,161,62,2025-02-23 19:47:56,18,6,2,1,5,6,2,8,8,,1000,5654191
Tienkamp,Villar Adrian,5093289,31,Colombia,Man,38520,Meerkampers,20,13,16,189,75,2025-02-23 19:49:27,20,16,0,20,2,4,8,12,10,,52000,5093289
Hinkstapspringen,Rovaris Nina,5050200,31,Italia,Vrouw,54580,Springers,20,11,16,178,52,2025-02-23 19:50:22,19,1,0,0,20,20,1,8,12,,104000,5050200
3.000 meter steeplechase,Mpaskaki Lila,5105818,30,Hellas,Vrouw,40970,Middenafstandslopers,20,11,16,178,68,2025-02-23 19:51:43,17,1,20,14,4,2,2,14,11,,61000,5105818
400 meter horden,Enache Clementina,5126201,30,România,Vrouw,41520,Sprinters,20,12,16,172,62,2025-02-23 19:57:17,19,6,0,20,17,0,2,10,10,,0,5126201
200 meter,Gavazza Alfredo,5019312,32,Italia,Man,54870,Sprinters,20,12,17,171,65,2025-02-23 19:59:55,19,20,1,20,2,0,0,11,10,,43000,5019312
100 meter,Cursio Lara,4979868,33,Italia,Vrouw,52700,Sprinters,20,14,17,180,70,2025-02-23 20:00:22,19,20,0,20,0,0,0,11,9,,0,4979868
400 meter,Hermosilla Aura,5280718,28,España,Vrouw,29200,Sprinters,20,8,16,171,54,2025-02-23 20:07:02,16,12,3,20,2,2,1,9,6,,0,5280718
Onbekend,Isábal Ícaro,5541274,17,España,Man,1680,Middenafstandslopers,20,1,15,191,102,2025-02-23 20:20:48,7,1,6,10,0,4,3,8,9,,0,5541274
10 km snelwandelen,Poustecká Iveta,4899493,35,Česká republika,Vrouw,8720,Snelwandelaars,19,14,16,159,47,2025-02-23 20:28:51,17,0,12,3,1,0,0,10,12,,0,4899493
Hoogspringen,Abancéns Anakdam,5421872,21,España,Man,11130,Springers,20,3,17,186,84,2025-02-23 20:36:33,20,2,3,1,15,14,2,7,8,,215000,5421872
Onbekend,Bedoya Eñaut,5548520,17,España,Man,1770,Springers,20,1,17,188,91,2025-02-23 20:42:25,14,5,2,3,5,11,1,9,4,,0,5548520
Vijfkamp Vrouwen,Ferreira Huguette,4967538,33,France,Vrouw,6950,Meerkampers,20,12,17,180,76,2025-02-23 20:49:16,20,9,2,1,4,6,6,12,11,,0,4967538
Onbekend,Hamon Samy,5634541,16,France,Man,1130,Werpers,20,1,18,162,67,2025-02-23 20:49:29,14,6,3,3,2,1,9,8,7,,0,5634541
Onbekend,Perron Suzette,5614611,18,France,Vrouw,1500,Middenafstandslopers,19,2,17,165,61,2025-02-23 20:49:40,13,2,7,10,3,2,1,8,6,,0,5614611
10 km snelwandelen,Schönfeldt Aaron,5182876,28,Deutschland,Man,40530,Snelwandelaars,20,10,16,179,61,2025-02-23 20:55:41,19,3,20,6,1,3,3,13,16,,9999,5182876
Onbekend,Totzauer Lotti,5475023,19,Deutschland,Vrouw,6410,Snelwandelaars,20,3,19,176,76,2025-02-23 20:56:30,18,3,15,2,8,3,2,6,7,,9999,5475023
Speerwerpen,Henning Luis,5365014,23,Deutschland,Man,4880,Werpers,20,5,18,174,78,2025-02-23 20:57:52,14,12,2,3,3,1,12,10,9,,3000,5365014
Onbekend,Ziehm Ute,5662565,17,Deutschland,Vrouw,2470,Meerkampers,11,1,14,164,61,2025-02-23 20:58:46,19,7,3,10,3,9,1,3,8,,0,5662565
200 meter,Seppani Vito,5269708,25,Italia,Man,25860,Sprinters,20,6,18,175,70,2025-02-23 20:59:27,19,15,2,18,3,2,2,14,11,,211000,5269708
1.500 meter,Fabre Kylie,5349968,26,Canada,Vrouw,5720,Middenafstandslopers,20,6,19,160,45,2025-02-23 21:10:57,19,2,9,12,3,3,6,12,9,,0,5349968
400 meter horden,Kolkkala Mika,5160584,30,Suomi,Man,49810,Sprinters,18,11,15,174,70,2025-02-23 21:20:09,19,4,1,20,19,0,2,11,12,,32000,5160584
3.000 meter steeplechase,Erceg Grozdana,5003958,33,Hrvatska,Vrouw,25020,Middenafstandslopers,19,14,17,181,68,2025-02-23 21:22:44,19,0,18,10,0,1,1,12,13,,0,5003958
400 meter horden,Zuyev Spartak,5365989,24,Belarus,Man,21340,Sprinters,20,7,16,182,76,2025-02-23 21:34:21,19,1,3,16,17,2,2,9,7,,57000,5365989
100 meter,Hardie Courtney,5294872,25,Great Britain,Vrouw,48410,Sprinters,20,6,15,167,66,2025-02-23 21:34:58,20,20,2,19,2,2,2,7,10,,76000,5294872
1.500 meter,Visioli Remigio,5296314,25,Italia,Man,42300,Middenafstandslopers,20,6,17,169,52,2025-02-23 21:35:44,18,2,20,18,3,3,3,9,9,,107000,5296314
800 meter,Pellitero Maya,5377488,23,España,Vrouw,21770,Middenafstandslopers,20,7,19,167,69,2025-02-23 21:36:08,20,5,16,17,3,3,2,10,7,,237000,5377488
10.000 meter,Wojtkowiak Berenika,5360213,23,Polska,Vrouw,28740,Langeafstandslopers,20,6,19,159,45,2025-02-23 21:36:38,19,2,16,19,3,3,1,7,8,,40000,5360213
10.000 meter,Raso Iñaki,5402267,22,España,Man,19320,Langeafstandslopers,20,4,19,168,63,2025-02-23 21:37:04,19,0,18,12,3,6,3,8,8,,118000,5402267
20 km snelwandelen,Rusek Radosław,5362130,24,Polska,Man,25080,Snelwandelaars,20,5,18,176,68,2025-02-23 21:37:19,17,3,19,4,9,3,3,10,11,,17000,5362130
10 km snelwandelen,Taetti Michelle,5312459,24,Italia,Vrouw,24550,Snelwandelaars,20,6,16,177,54,2025-02-23 21:37:37,17,1,19,3,12,3,2,10,10,,43000,5312459
Onbekend,Barrachina Núria,5639539,16,España,Vrouw,1920,Springers,17,1,14,169,69,2025-02-23 21:45:55,20,1,2,5,7,9,2,8,7,,5000,5639539
110 meter horden,La Chioma Santo,5157553,29,Italia,Man,24530,Sprinters,20,10,15,183,77,2025-02-23 21:48:04,16,3,1,18,14,0,2,12,11,,10000,5157553
400 meter,Vitullo Massimiliano,5204040,28,Italia,Man,32340,Sprinters,20,8,15,176,77,2025-02-23 21:48:21,20,14,2,20,3,2,3,10,10,,9000,5204040
400 meter horden,Crisetig Nadia,5249138,27,Italia,Vrouw,27980,Sprinters,20,10,17,165,73,2025-02-23 21:48:51,15,4,1,18,17,3,2,10,10,,50000,5249138
3.000 meter steeplechase,Ungarelli Elvio,5083811,30,Italia,Man,41930,Middenafstandslopers,20,10,17,180,71,2025-02-23 21:49:40,19,0,19,16,0,0,0,15,12,,64000,5083811
800 meter,Appoloni Elvira,5008402,32,Italia,Vrouw,39890,Middenafstandslopers,20,12,14,171,58,2025-02-23 21:49:56,15,1,18,20,1,0,1,7,10,,9000,5008402
3.000 meter steeplechase,Querin Emanuela,5206132,27,Italia,Vrouw,17380,Middenafstandslopers,20,7,15,173,72,2025-02-23 21:50:11,19,3,16,14,4,3,0,12,11,,25000,5206132
Marathon,Tiselli Fabiana,5129425,29,Italia,Vrouw,36500,Langeafstandslopers,20,10,14,180,51,2025-02-23 21:50:42,15,3,20,13,4,2,2,14,10,,14000,5129425
10 km snelwandelen,Lo Schiavone Manlio,5190556,28,Italia,Man,29830,Snelwandelaars,20,7,14,166,76,2025-02-23 21:51:13,18,6,19,3,8,3,3,12,13,,29000,5190556
10 km snelwandelen,Marchi Caterina,5110003,30,Italia,Vrouw,50130,Snelwandelaars,20,10,16,168,57,2025-02-23 21:51:49,19,2,20,6,1,2,2,16,16,,35000,5110003
Verspringen,Baroni Bruno,4968101,33,Italia,Man,38500,Springers,18,13,17,192,69,2025-02-23 21:52:15,20,0,0,6,17,20,0,10,9,,37000,4968101
Hinkstapspringen,Medeot Massimiliano,5041596,31,Italia,Man,21350,Springers,20,11,14,183,67,2025-02-23 21:52:47,15,2,0,2,16,16,0,11,12,,10550,5041596
Verspringen,Menotti Carmela,4995491,33,Italia,Vrouw,34970,Springers,20,13,14,162,47,2025-02-23 21:53:44,19,3,0,6,14,20,0,10,11,,19000,4995491
Kogelstoten,Monopoli Eraldo,4965837,33,Italia,Man,33650,Werpers,20,11,15,178,67,2025-02-23 21:54:34,17,19,0,0,0,0,17,10,9,,1000,4965837
Kogelslingeren,Bidini Monique,5061278,32,Italia,Vrouw,33050,Werpers,20,12,15,175,69,2025-02-23 21:54:58,19,19,0,0,5,0,17,9,7,,2000,5061278
Kogelstoten,Fanzutti Concetta,5083908,31,Italia,Vrouw,42750,Werpers,20,11,15,182,102,2025-02-23 21:55:13,19,19,0,2,2,2,19,8,8,,32000,5083908
Zevenkamp,Bailo Clizia,4977003,34,Italia,Vrouw,8290,Meerkampers,20,12,16,175,67,2025-02-23 21:55:41,17,11,7,12,2,4,0,13,8,,1000,4977003
Vijfkamp Mannen,Stella Emanuele,4891863,36,Italia,Man,8740,Meerkampers,19,14,14,176,67,2025-02-23 21:56:05,20,10,0,13,8,0,0,10,8,,0,4891863
400 meter horden,Bonafont Jennifer,5439390,21,España,Vrouw,5740,Sprinters,20,5,19,182,81,2025-02-23 21:58:29,15,11,2,14,4,2,1,8,9,,12000,5439390
Onbekend,Balbiani Daria,5589942,17,Italia,Vrouw,1980,Middenafstandslopers,18,1,15,162,65,2025-02-23 21:59:52,8,2,11,6,3,2,4,5,9,,0,5589942
50 km snelwandelen,Eisermann Tony,5418487,22,Deutschland,Man,20930,Snelwandelaars,20,6,17,189,95,2025-02-23 21:59:57,20,2,18,2,1,1,2,10,13,,0,5418487
Onbekend,Wildermuth Amelie,5548447,17,Deutschland,Vrouw,11380,Snelwandelaars,20,2,15,182,83,2025-02-23 22:00:35,18,1,17,2,2,8,4,7,8,,0,5548447
Onbekend,Barbieri Ylenia,5643463,16,Italia,Vrouw,950,Springers,17,1,17,174,66,2025-02-23 22:01:01,17,1,2,3,3,6,1,6,8,,0,5643463
Onbekend,Zongzheng Zhiwei,5631821,17,China,Vrouw,2490,Springers,20,1,14,174,75,2025-02-23 22:01:22,17,2,0,1,10,11,3,7,5,,0,5631821
Onbekend,Rieth Jaden,5572084,17,Deutschland,Man,2780,Werpers,20,2,17,183,88,2025-02-23 22:02:09,18,12,2,1,2,0,5,9,6,,0,5572084
Vijfkamp Vrouwen,Santiago Lisa,5056813,35,United States,Vrouw,3770,Meerkampers,17,11,14,177,56,2025-02-23 22:03:05,20,5,0,8,10,0,0,10,8,,0,5056813
Onbekend,Irvine Heather,5543156,17,Great Britain,Vrouw,2620,Meerkampers,20,2,16,181,85,2025-02-23 22:30:00,11,6,2,12,2,9,1,7,7,,9000,5543156
3.000 meter steeplechase,Kyle Mohammed,5566860,29,Great Britain,Man,1510,Middenafstandslopers,18,3,16,177,84,2025-02-23 23:18:44,11,1,10,8,2,1,1,9,7,,0,5566860
5.000 meter,Brebner Chloe,5566881,29,Great Britain,Vrouw,3610,Langeafstandslopers,15,2,15,163,68,2025-02-23 23:19:14,19,3,11,10,6,1,2,3,10,,0,5566881
Onbekend,Noriega Salma,5536588,17,España,Vrouw,6400,Werpers,20,2,15,190,93,2025-02-23 23:22:27,14,14,4,1,1,1,12,6,7,,44000,5536588
Onbekend,Przybyś Szymon,5657410,15,Polska,Man,1720,Springers,17,1,17,166,63,2025-02-23 23:25:46,19,1,0,2,4,9,1,6,8,,0,5657410
Onbekend,Langhammer Sophia,5603513,16,Deutschland,Vrouw,1780,Werpers,20,1,17,154,55,2025-02-23 23:31:39,20,10,3,2,1,1,6,5,7,,9999,5603513
Onbekend,Kučerová Jana,5591661,16,Česká republika,Vrouw,2050,Werpers,20,2,20,160,63,2025-02-23 23:31:56,19,4,2,2,3,2,10,7,7,,9999,5591661
Onbekend,Pancera Igor,5620833,16,Italia,Man,690,Sprinters,15,1,17,164,70,2025-02-23 23:32:15,7,5,0,9,7,2,3,4,5,,1000,5620833
1.500 meter,Moneva Constanza,5539798,20,España,Vrouw,1360,Middenafstandslopers,20,2,16,154,49,2025-02-23 23:33:27,16,2,5,7,1,0,4,9,7,,0,5539798
Onbekend,Stenta Zaccaria,5589537,16,Italia,Man,1930,Springers,20,1,17,175,81,2025-02-23 23:34:27,20,3,2,1,10,4,2,7,4,,9999,5589537
Onbekend,Gelati Claudia,5607604,16,Italia,Vrouw,790,Springers,20,1,18,174,72,2025-02-23 23:34:52,7,1,0,3,9,6,7,4,6,,0,5607604
200 meter,Lucchesi Antonietta,5017957,32,Italia,Vrouw,18360,Sprinters,20,12,16,177,67,2025-02-23 23:35:51,16,11,1,17,6,0,0,11,9,,1000,5017957
Onbekend,Lambertini Glory,5620832,16,Italia,Vrouw,1710,Meerkampers,20,1,16,168,65,2025-02-23 23:35:58,19,2,8,7,1,3,8,6,8,,0,5620832
Onbekend,Loglisci Arianna,5650784,16,Italia,Vrouw,2140,Meerkampers,17,1,17,161,62,2025-02-23 23:36:10,19,1,1,1,6,9,9,7,8,,0,5650784
100 meter horden,Ventura Raquel,5337860,25,Perú,Vrouw,19370,Sprinters,20,8,16,163,63,2025-02-23 23:36:19,18,2,3,18,10,3,1,10,7,,9999,5337860
Onbekend,Scharfenberg Kimberley,5620919,16,Deutschland,Vrouw,4020,Meerkampers,20,1,17,154,52,2025-02-23 23:36:24,20,3,2,12,2,1,10,7,6,,16000,5620919
800 meter,Condori Orlando,5127628,30,Perú,Man,17910,Middenafstandslopers,19,15,13,187,82,2025-02-23 23:36:49,18,2,15,14,2,0,0,10,9,,1000,5127628
3.000 meter steeplechase,Pinto Demetrio,5337353,23,Perú,Man,12500,Middenafstandslopers,20,6,14,179,89,2025-02-23 23:36:58,15,2,17,10,2,3,1,9,8,,1000,5337353
1.500 meter,Cusí Sonia,5274568,25,Perú,Vrouw,12350,Middenafstandslopers,20,8,15,180,73,2025-02-23 23:37:15,8,3,17,7,1,2,3,8,7,,1000,5274568
3.000 meter steeplechase,Piñedo Zoila,5127635,29,Perú,Vrouw,25290,Middenafstandslopers,20,15,14,179,69,2025-02-23 23:37:42,20,2,18,12,6,2,0,12,10,,1000,5127635
50 km snelwandelen,Reyes Luis,5306860,24,Perú,Man,35080,Snelwandelaars,20,8,15,176,58,2025-02-23 23:39:26,20,2,20,1,9,2,3,10,12,,44000,5306860
20 km snelwandelen,Cahui Karla,5229808,27,Perú,Vrouw,31250,Snelwandelaars,20,10,14,175,52,2025-02-23 23:39:39,13,2,20,2,6,3,3,13,12,,11000,5229808
50 km snelwandelen,Iparraguriir Wendy,5317171,24,Perú,Vrouw,24770,Snelwandelaars,20,7,16,177,58,2025-02-23 23:39:46,16,3,19,1,4,1,0,10,9,,9999,5317171
10 km snelwandelen,Rubio Miriam,5136921,30,Perú,Vrouw,34950,Snelwandelaars,20,13,15,171,63,2025-02-23 23:39:53,19,2,19,1,11,3,1,14,13,,9999,5136921
Hinkstapspringen,Bryant Jack,5199778,27,United States,Man,17780,Springers,20,9,17,184,66,2025-02-23 23:40:21,14,3,2,2,16,16,3,10,10,,9999,5199778
Polsstokhoogspringen,Ruiz Gonzalo,5272327,25,Perú,Man,12100,Springers,20,11,15,175,84,2025-02-23 23:40:30,9,2,3,1,12,15,4,11,9,,8000,5272327
Verspringen,Villasana Salvador,5329270,25,Perú,Man,18560,Springers,20,7,16,164,61,2025-02-23 23:40:44,19,3,3,9,6,18,3,9,9,,1000,5329270
Verspringen,Gutiérrez Noemi,5127662,30,Perú,Vrouw,18460,Springers,20,15,14,181,69,2025-02-23 23:40:56,13,2,0,3,7,17,2,11,12,,1000,5127662
Kogelslingeren,Contreras Segundo,5310185,24,Perú,Man,13560,Werpers,20,7,13,195,90,2025-02-23 23:41:30,17,17,1,2,2,0,12,8,9,,20000,5310185
Discuswerpen,Marín Marcos,5127666,30,Perú,Man,27600,Werpers,20,17,14,168,76,2025-02-23 23:41:44,17,18,0,0,2,0,14,9,9,,1000,5127666
Kogelstoten,Massa Roy,5310186,26,Perú,Man,18290,Werpers,19,9,15,186,85,2025-02-23 23:42:14,17,18,0,1,3,3,10,10,7,,16000,5310186
Discuswerpen,Bolívar Wendy,5127671,29,Perú,Vrouw,21600,Werpers,20,15,15,174,77,2025-02-23 23:42:20,18,17,0,2,3,1,12,12,9,,14000,5127671
Kogelslingeren,Bravo Sonia,5380205,23,Perú,Vrouw,7080,Werpers,20,6,16,179,92,2025-02-23 23:42:26,6,14,3,2,2,2,12,8,9,,32000,5380205
Kogelstoten,Tapa Dora,5127672,31,Perú,Vrouw,21630,Werpers,20,16,16,182,74,2025-02-23 23:42:33,17,17,0,1,2,0,13,10,7,,1000,5127672
Speerwerpen,Tenicela Wendy,5162753,28,Perú,Vrouw,8260,Werpers,18,11,16,177,85,2025-02-23 23:42:39,9,13,2,3,4,3,13,10,11,,18000,5162753
Vijfkamp Mannen,Bazán Sixto,5133268,29,Perú,Man,12170,Meerkampers,20,12,13,172,71,2025-02-23 23:43:00,20,5,1,13,14,0,8,10,11,,19000,5133268
Tienkamp,Lozano Lino,5439687,21,Perú,Man,2860,Meerkampers,20,4,15,170,73,2025-02-23 23:43:05,14,6,3,11,6,7,2,10,7,,2000,5439687
Tienkamp,Ramos Johnny,5306859,24,Perú,Man,3600,Meerkampers,20,7,13,181,83,2025-02-23 23:43:17,12,10,5,11,10,1,1,9,8,,1000,5306859
Vijfkamp Vrouwen,Arévalo Regina,5337354,24,Perú,Vrouw,8280,Meerkampers,20,7,15,183,84,2025-02-23 23:43:39,16,5,1,13,13,3,3,10,8,,32000,5337354
Onbekend,Brathwaite Tanya,5639003,16,Barbados,Vrouw,1550,Werpers,14,1,17,178,73,2025-02-23 23:59:20,14,11,7,2,1,3,4,5,6,,0,5639003
