AtleetID,MaxID,Exp,Vorm,Zorg,Kra,Uit,Sne,Len,Spr,Wrp,SP1,SP2,date
5646443,870,1,12,7,9,1,2,3,2,7,8,4,20250221
5312522,4000,6,11,15,7,1,13,5,3,1,10,7,20250221
5663072,90,1,14,11,3,3,4,2,1,1,0,0,20250221
5653025,850,1,15,15,1,9,3,3,6,2,5,7,20250221
5551125,1340,2,16,11,8,3,9,1,2,3,8,7,20250221
5661435,60,1,14,8,2,3,3,2,2,1,0,0,20250221
5562010,690,1,11,13,2,3,9,1,0,2,6,7,20250221
5662249,390,1,14,17,3,1,3,1,3,2,0,0,20250221
5646431,1750,1,12,14,1,1,5,7,7,1,7,10,20250221
5631399,1610,1,15,17,3,6,10,2,3,3,7,7,20250221
5661212,380,1,15,15,3,5,0,7,2,1,0,0,20250221
5661536,230,1,14,8,1,0,2,3,8,0,0,0,20250221
5629045,970,1,18,14,2,9,5,7,2,2,3,8,20250221
5661714,80,1,14,9,2,4,3,4,5,3,0,0,20250221
5663637,370,1,15,13,8,3,1,2,3,5,0,0,20250221
5663850,540,1,15,15,3,2,8,1,2,7,0,0,20250221
5661593,410,1,15,17,2,2,2,2,1,3,0,0,20250221
5662478,1090,1,14,7,9,2,3,10,3,1,0,0,20250221
5662072,1190,1,15,8,2,3,2,3,10,2,7,7,20250221
5663354,160,1,15,8,3,3,5,1,3,7,0,0,20250221
5662657,650,1,14,11,2,3,2,9,4,7,5,4,20250221
5661980,460,1,15,15,7,0,1,5,1,1,3,5,20250221
5663007,450,1,15,8,1,4,3,9,2,3,0,0,20250221
5662429,840,1,14,11,10,1,1,3,1,2,0,0,20250221
5659356,850,1,14,19,5,2,1,3,3,5,5,4,20250221
4996106,23730,13,19,20,2,0,18,14,1,0,9,11,20250221
5662660,270,1,15,12,7,3,3,2,6,3,0,0,20250221
5662892,720,1,14,16,9,3,1,5,3,3,0,0,20250221
5661141,440,1,15,14,1,1,1,2,8,0,0,0,20250221
5662901,390,1,15,15,3,2,8,1,1,3,0,0,20250221
5625637,1120,1,16,18,3,6,3,5,1,2,8,8,20250221
5662327,670,1,15,12,6,1,1,3,1,7,8,7,20250221
5662140,710,1,15,12,0,8,6,8,3,2,6,6,20250221
5659628,350,1,16,6,3,1,0,8,2,3,3,5,20250221
5662977,1190,1,15,20,3,3,1,1,1,1,7,7,20250221
5662045,1160,1,15,19,7,3,8,1,2,3,7,4,20250221
5663280,330,1,14,8,3,3,3,3,1,8,0,0,20250221
5575635,450,1,15,7,1,3,1,6,2,2,8,6,20250221
5662118,1270,1,14,20,3,1,2,3,2,2,7,7,20250221
5661756,340,1,14,14,1,3,2,7,3,3,0,0,20250221
5663622,360,1,15,11,8,2,1,1,2,3,0,0,20250221
4687276,3640,14,14,15,0,7,0,4,0,0,6,6,20250221
5663673,920,1,15,20,0,1,1,0,1,4,0,0,20250221
5562287,190,1,11,11,4,2,5,3,3,3,3,7,20250221
5663564,800,1,15,9,3,3,3,6,10,3,0,0,20250221
5661905,840,1,15,13,0,2,1,10,2,2,0,0,20250221
5638258,660,1,14,6,3,2,9,1,1,2,6,6,20250221
5633633,1530,1,15,16,1,3,1,8,10,0,8,6,20250221
5662610,880,1,15,20,5,3,3,2,3,1,0,0,20250221
5646425,1260,1,14,13,3,10,7,4,0,2,2,8,20250221
5661935,170,1,14,6,2,4,2,0,2,7,0,0,20250221
5661990,390,1,15,11,6,8,3,5,1,3,0,0,20250221
5646400,600,1,14,14,1,4,6,1,1,7,7,6,20250221
5662533,150,1,15,12,1,3,3,2,5,4,0,0,20250221
5663821,1160,1,15,19,7,7,2,8,3,1,0,0,20250221
5663806,220,1,15,13,1,6,5,1,2,4,0,0,20250221
4971605,16860,13,16,19,12,0,17,4,0,0,9,6,20250221
5663024,1310,1,14,19,0,2,3,3,2,9,0,0,20250221
5663220,290,1,14,9,3,7,3,3,7,2,0,0,20250221
5661888,340,1,15,16,3,3,5,2,2,3,0,0,20250221
5663526,500,1,15,13,7,4,0,5,8,3,0,0,20250221
5559987,2980,2,18,9,12,1,2,3,2,9,6,6,20250221
5656240,330,1,13,14,2,1,3,5,8,1,0,0,20250221
5661370,490,1,14,15,3,8,2,1,2,1,0,0,20250221
5662870,870,1,14,18,7,8,1,1,2,3,0,0,20250221
5634651,260,1,15,12,3,4,3,3,1,2,3,7,20250221
5651779,130,1,12,7,1,5,1,3,2,2,6,5,20250221
5597024,920,1,15,12,2,6,9,2,3,2,4,9,20250221
5646420,1100,1,12,9,2,10,8,6,0,1,2,4,20250221
5662639,1260,1,14,20,3,3,2,3,7,0,6,6,20250221
5564091,1050,1,15,19,3,2,2,5,1,1,7,8,20250221
5661821,1440,1,14,20,0,3,4,9,2,1,0,0,20250221
5627894,200,1,14,9,1,1,2,2,1,7,0,0,20250221
5662595,80,1,14,6,6,3,1,2,0,3,0,0,20250221
5663524,210,1,15,11,5,3,7,3,2,4,0,0,20250221
5663758,920,1,15,20,1,1,3,2,2,2,0,0,20250221
5569566,1170,2,18,12,2,1,7,2,8,1,8,8,20250221
5662814,80,1,14,11,2,1,2,3,1,1,0,0,20250221
5661380,230,1,14,9,0,2,3,8,1,1,0,0,20250221
5661456,280,1,15,14,1,4,7,3,0,4,0,0,20250221
5530729,1820,2,20,12,4,11,6,2,2,8,7,5,20250221
5659369,110,1,14,7,2,6,2,1,1,2,0,0,20250221
5662492,670,1,15,9,2,1,1,7,9,2,0,0,20250221
5661356,600,1,14,14,2,8,7,1,2,2,0,0,20250221
5602820,1140,1,12,11,1,3,10,3,0,3,5,8,20250221
5663357,730,1,15,9,2,3,10,3,2,3,0,0,20250221
5662604,370,1,14,7,2,2,1,8,6,4,0,0,20250221
5644435,1210,1,15,8,11,4,1,1,0,3,5,6,20250221
5661320,290,1,14,11,3,6,8,2,1,1,0,0,20250221
5663187,50,1,14,7,2,1,1,3,2,2,0,0,20250221
5661603,910,1,15,20,2,6,5,3,3,0,0,0,20250221
5636462,200,1,14,6,5,3,0,3,3,7,0,0,20250221
5087692,13480,12,17,16,2,2,2,6,8,8,14,14,20250221
5661467,960,1,15,17,2,4,3,2,9,4,0,0,20250221
5662671,490,1,14,12,9,1,0,2,2,2,0,0,20250221
5662236,620,1,14,18,3,1,2,5,2,2,0,0,20250221
5661451,100,1,14,7,3,2,1,1,6,2,0,0,20250221
5663516,1660,1,15,20,1,2,2,2,2,10,0,0,20250221
5663640,770,1,15,11,1,10,1,3,1,3,0,0,20250221
5549176,1900,2,15,9,8,2,11,2,3,3,6,6,20250221
5662391,60,1,14,6,3,4,3,2,2,4,0,0,20250221
5661296,500,1,14,11,2,9,3,1,1,2,0,0,20250221
5663031,500,1,14,16,1,7,1,6,1,2,0,0,20250221
5661799,200,1,14,12,3,4,1,2,7,4,0,0,20250221
4963933,14810,17,16,17,0,12,14,0,0,0,10,10,20250221
5663624,300,1,15,15,2,3,3,1,6,3,0,0,20250221
5663469,860,1,15,19,3,1,3,2,2,7,6,5,20250221
5662985,410,1,14,10,1,1,2,3,9,3,0,0,20250221
5662270,250,1,14,13,2,2,5,6,2,3,0,0,20250221
5661159,640,1,14,17,2,1,8,0,6,0,0,0,20250221
5663757,80,1,15,9,3,5,1,1,3,1,0,0,20250221
5662485,310,1,14,13,6,5,3,2,0,7,0,0,20250221
5618493,640,1,15,13,5,6,7,3,2,0,8,5,20250221
5548634,860,3,16,7,2,1,1,2,8,0,8,8,20250221
5655130,1460,1,15,14,7,1,3,3,2,10,5,8,20250221
5663550,880,1,15,18,2,2,3,4,9,6,0,0,20250221
5662413,230,1,14,9,5,3,5,2,3,7,0,0,20250221
5662549,480,1,15,7,2,8,6,3,8,1,0,0,20250221
5662446,570,1,14,11,2,1,2,3,9,3,0,0,20250221
5663449,960,1,15,12,1,2,3,2,0,10,0,0,20250221
5587891,2000,1,19,13,3,1,6,2,1,1,11,8,20250221
5589524,190,1,18,11,3,3,3,5,2,3,0,0,20250221
5606503,1260,1,15,7,1,11,4,0,2,0,6,6,20250221
5429919,4410,3,20,11,1,13,2,1,5,6,9,7,20250221
5662962,1280,1,15,6,2,1,3,3,9,10,0,0,20250221
5542720,940,2,15,9,3,3,9,8,2,2,6,7,20250221
5661543,250,1,14,15,0,2,5,3,5,3,0,0,20250221
5661173,1510,1,14,20,10,3,1,5,0,1,0,0,20250221
5662708,1020,1,15,11,1,1,1,9,0,9,0,0,20250221
5636756,1220,1,15,20,1,5,2,2,1,4,8,5,20250221
4864980,7180,10,15,10,0,12,4,0,0,0,12,12,20250221
5662469,1030,1,15,20,6,3,1,0,6,1,0,0,20250221
5662986,330,1,14,6,0,3,3,8,2,5,0,0,20250221
5662409,870,1,14,8,4,2,2,3,3,9,5,8,20250221
5661321,350,1,14,16,2,2,1,2,3,2,0,0,20250221
5663686,640,1,15,9,10,2,0,2,1,1,0,0,20250221
5571794,660,2,20,10,5,2,8,2,1,2,7,5,20250221
5603780,530,1,19,9,3,1,8,7,3,3,4,4,20250221
5660058,310,1,14,13,3,8,2,2,3,2,0,0,20250221
5661814,690,1,14,19,3,2,3,1,1,3,0,0,20250221
5662514,1240,1,14,8,10,1,0,2,1,7,5,7,20250221
5661438,1770,1,15,20,3,2,3,1,10,8,0,0,20250221
5084729,18280,14,15,18,14,1,12,2,1,0,13,14,20250221
5663605,1480,1,15,10,2,2,10,2,10,5,0,0,20250221
5662407,960,1,14,15,2,2,10,3,0,2,0,0,20250221
5663290,660,1,14,15,1,2,3,9,5,6,0,0,20250221
5537962,1290,2,16,16,3,0,0,2,1,7,9,7,20250221
5662191,1260,1,15,18,3,2,1,2,7,10,0,0,20250221
5600585,750,1,14,8,0,5,9,1,0,1,7,7,20250221
5661378,890,1,14,20,1,3,6,2,4,1,0,0,20250221
5662235,240,1,14,9,1,4,2,0,8,1,0,0,20250221
5663382,930,1,15,14,1,7,1,1,2,10,0,0,20250221
5662210,70,1,15,9,1,1,1,1,4,2,0,0,20250221
5612272,400,1,14,16,2,2,3,1,1,7,0,0,20250221
5661766,180,1,15,14,4,3,1,1,1,2,0,0,20250221
5663070,60,1,15,8,3,2,2,1,2,0,0,0,20250221
5663654,850,1,15,19,2,7,5,4,3,6,0,0,20250221
5662427,410,1,14,13,2,2,2,8,3,1,0,0,20250221
5084739,11780,15,16,7,1,13,13,1,1,0,10,11,20250221
5662453,60,1,15,7,0,2,3,3,1,4,0,0,20250221
5485551,3120,2,17,15,13,3,0,1,2,8,5,7,20250221
5663727,390,1,15,16,0,3,2,1,2,6,0,0,20250221
5661807,620,1,14,12,1,0,0,5,9,4,0,0,20250221
5663674,1200,1,15,16,3,2,2,10,2,2,0,0,20250221
5661590,670,1,15,10,10,3,1,1,2,3,0,0,20250221
5661750,790,1,14,10,5,5,10,3,2,3,0,0,20250221
5661187,350,1,14,13,8,1,2,1,6,0,0,0,20250221
5663655,720,1,15,15,1,3,3,5,2,9,0,0,20250221
5663026,290,1,14,7,4,8,3,3,1,2,0,0,20250221
5662629,900,1,15,16,6,3,2,9,2,2,0,0,20250221
5517557,300,1,11,15,3,1,1,2,6,3,0,0,20250221
5663690,620,1,15,18,1,0,2,5,2,1,0,0,20250221
5662449,1070,1,15,16,3,1,1,0,4,10,3,4,20250221
5663608,500,1,15,16,2,2,1,6,7,1,0,0,20250221
5662293,370,1,15,6,9,3,2,2,3,1,0,0,20250221
5663633,1380,1,15,19,3,3,3,10,0,2,0,0,20250221
5659578,460,1,15,15,1,2,7,3,5,6,0,0,20250221
5662558,480,1,15,12,4,4,1,2,9,2,0,0,20250221
5661962,480,1,15,7,2,9,3,7,2,5,0,0,20250221
5661795,390,1,14,16,1,6,3,1,6,2,0,0,20250221
5663263,300,1,15,15,2,2,3,1,6,3,0,0,20250221
5407531,1900,3,20,9,10,3,3,2,1,10,7,7,20250221
5661186,470,1,14,11,2,0,2,2,8,8,0,0,20250221
5663448,770,1,15,9,2,1,3,10,2,1,0,0,20250221
5663630,140,1,15,9,3,4,3,6,3,3,0,0,20250221
5663813,740,1,15,18,3,2,3,7,2,4,0,0,20250221
5663365,650,1,15,9,9,1,1,3,2,8,0,0,20250221
5661466,310,1,15,9,1,2,3,8,1,2,0,0,20250221
5661855,230,1,14,6,1,2,6,1,7,3,0,0,20250221
5663303,930,1,15,12,3,3,10,6,1,3,0,0,20250221
5662694,910,1,14,7,1,1,10,1,0,0,0,0,20250221
5617231,560,1,11,16,5,5,1,7,2,1,6,5,20250221
5663581,910,1,15,8,2,3,2,3,9,9,0,0,20250221
5661445,570,1,14,17,5,3,7,3,1,3,0,0,20250221
5621828,550,1,13,12,2,1,2,1,0,2,6,9,20250221
5661458,490,1,14,7,3,9,1,0,3,2,0,0,20250221
5662855,730,1,14,7,5,3,3,10,1,2,0,0,20250221
5630458,1420,1,16,13,0,11,2,1,6,2,6,5,20250221
5663011,1520,1,14,19,3,1,3,3,0,10,0,0,20250221
5663431,310,1,15,12,2,2,8,3,5,2,0,0,20250221
5663273,490,1,14,14,1,2,2,3,2,9,0,0,20250221
5490267,1960,1,11,14,9,11,2,5,2,2,7,6,20250221
5662393,90,1,14,9,5,0,1,1,2,0,0,0,20250221
5662869,1130,1,14,14,3,2,2,1,3,10,0,0,20250221
5663800,110,1,15,12,2,3,3,2,3,4,0,0,20250221
5662266,210,1,14,12,1,3,1,7,3,3,0,0,20250221
5662138,220,1,14,9,2,2,3,0,7,1,0,0,20250221
5662552,1070,1,15,20,8,1,1,3,3,1,0,0,20250221
5662142,110,1,14,10,2,2,3,1,4,6,0,0,20250221
5662560,620,1,14,14,0,1,2,6,9,2,0,0,20250221
5662228,140,1,15,8,1,1,1,2,7,2,0,0,20250221
5625983,1340,1,17,12,3,9,9,3,2,3,8,5,20250221
5478213,3250,2,20,20,3,12,1,7,1,2,8,8,20250221
5661327,270,1,14,12,1,1,1,8,5,2,0,0,20250221
5655682,1430,1,14,15,1,3,11,2,2,1,6,7,20250221
5663795,360,1,15,10,2,3,3,1,8,2,0,0,20250221
5662202,180,1,15,9,1,7,1,1,1,5,0,0,20250221
5662023,670,1,15,14,5,9,3,1,4,0,0,0,20250221
5562948,1000,1,14,16,2,6,6,7,1,8,7,6,20250221
5643772,1470,1,16,12,2,3,9,1,10,1,4,5,20250221
5662217,420,1,14,6,6,1,3,1,0,9,0,0,20250221
5634705,1080,1,19,17,2,3,8,1,3,8,6,5,20250221
5661465,110,1,14,11,5,3,1,2,2,3,0,0,20250221
5625419,570,1,16,17,3,6,3,4,3,2,6,3,20250221
5579110,2340,3,18,8,3,0,6,4,8,2,10,11,20250221
5663825,1180,1,15,17,10,2,4,2,3,3,0,0,20250221
5661179,50,1,14,6,2,3,1,1,3,2,0,0,20250221
5663238,1330,1,14,19,4,3,3,2,9,5,0,0,20250221
5661256,110,1,15,12,3,3,3,3,2,0,0,0,20250221
5663553,880,1,15,9,2,10,1,3,2,6,0,0,20250221
5663623,1860,1,15,20,10,2,1,4,3,5,0,0,20250221
5663852,420,1,15,9,2,2,2,8,5,7,0,0,20250221
5638441,1310,1,16,6,1,10,4,3,1,1,9,5,20250221
5637498,370,1,15,10,4,6,3,1,3,3,8,5,20250221
5662226,480,1,14,16,2,5,7,1,2,1,0,0,20250221
5662747,170,1,15,13,3,2,5,1,4,1,0,0,20250221
5661424,200,1,14,9,1,2,7,3,2,2,0,0,20250221
5662002,1080,1,14,14,1,2,10,5,5,1,4,4,20250221
5661312,140,1,14,8,6,6,3,3,4,2,0,0,20250221
5663268,350,1,14,16,2,3,1,5,5,2,0,0,20250221
5610690,580,1,15,15,8,1,5,1,3,3,6,6,20250221
5542536,1560,2,16,18,9,1,4,3,1,9,7,7,20250221
5661547,500,1,14,13,1,9,3,3,3,3,0,0,20250221
5662782,130,1,15,11,4,5,2,0,3,3,0,0,20250221
5662845,240,1,14,15,2,3,1,3,1,1,0,0,20250221
5657903,220,1,15,6,4,3,2,3,1,5,7,6,20250221
5663808,670,1,15,12,10,3,2,3,0,3,0,0,20250221
5662583,340,1,15,9,8,2,1,3,3,2,0,0,20250221
5650499,400,1,14,12,3,6,5,3,1,6,7,6,20250221
5085245,6180,6,18,18,2,12,10,4,2,0,10,11,20250221
5661332,570,1,14,18,1,3,3,6,3,2,0,0,20250221
5661149,1050,1,15,19,3,8,3,2,1,3,0,0,20250221
5662886,1060,1,15,20,8,1,3,2,1,0,0,0,20250221
5617568,950,1,16,13,1,8,4,6,1,1,5,8,20250221
5651691,1720,1,16,20,3,9,3,2,2,6,7,7,20250221
5661399,840,1,14,12,1,1,3,2,10,1,0,0,20250221
5661460,400,1,14,6,2,2,1,9,3,4,0,0,20250221
5623607,1990,1,14,19,3,4,1,10,1,1,8,7,20250221
5662540,890,1,15,20,6,3,2,3,1,1,0,0,20250221
5657233,120,1,15,6,2,5,3,1,3,1,6,5,20250221
5600614,830,1,16,11,3,7,9,4,3,1,5,7,20250221
5663218,820,1,14,16,2,3,9,3,5,1,0,0,20250221
5662915,1420,1,14,19,6,1,3,2,10,3,0,0,20250221
5663613,260,1,15,15,1,0,1,0,3,4,0,0,20250221
5663025,160,1,14,6,3,3,2,3,3,7,0,0,20250221
5662426,950,1,14,20,3,0,2,2,3,5,0,0,20250221
5609840,900,1,15,16,4,1,9,3,3,4,7,7,20250221
4743915,19980,18,16,15,15,0,0,0,0,13,9,7,20250221
5661355,1420,1,14,17,6,2,2,2,10,3,0,0,20250221
5661592,520,1,14,11,2,3,2,9,0,4,0,0,20250221
5662126,410,1,14,16,6,0,3,3,2,0,5,5,20250221
5532003,2280,2,20,17,10,1,3,2,1,2,9,8,20250221
5585365,1350,1,16,16,10,3,0,8,3,2,7,5,20250221
5662704,230,1,15,11,1,7,2,1,1,3,0,0,20250221
5661864,1560,1,14,9,1,10,2,6,3,1,8,9,20250221
5649799,450,1,15,10,3,8,0,2,8,2,0,0,20250221
5662029,960,1,14,8,10,0,2,3,9,2,0,0,20250221
5662358,720,1,14,13,9,2,1,8,2,2,0,0,20250221
5637416,1320,1,17,19,2,3,2,2,2,8,8,5,20250221
5663498,480,1,15,15,1,3,3,0,8,2,0,0,20250221
5661310,180,1,14,7,5,1,1,6,6,3,0,0,20250221
5663556,140,1,15,9,2,2,6,1,3,3,0,0,20250221
5663215,620,1,14,17,2,7,3,2,2,6,0,0,20250221
5661684,200,1,14,14,3,6,3,3,3,1,0,0,20250221
5663614,670,1,15,8,0,1,2,10,2,3,0,0,20250221
5661273,80,1,14,7,1,1,2,2,5,5,0,0,20250221
5602801,430,1,15,12,2,2,0,8,3,2,5,5,20250221
5662315,630,1,14,13,1,2,9,2,1,2,0,0,20250221
5663206,340,1,15,15,3,3,3,1,1,6,0,0,20250221
4991811,7230,12,15,19,0,0,10,10,0,3,12,11,20250221
4932784,22870,13,14,16,4,18,0,0,0,0,11,13,20250221
4892499,6330,12,16,12,0,0,0,12,13,0,9,7,20250221
5661441,880,1,15,13,3,3,6,1,2,10,0,0,20250221
5663495,870,1,15,11,3,1,3,2,3,10,0,0,20250221
5662756,640,1,14,15,3,3,2,3,9,4,0,0,20250221
5662278,910,1,15,11,3,3,2,7,3,10,0,0,20250221
5622542,580,1,14,9,4,2,9,5,2,6,4,6,20250221
5663341,1370,1,15,9,9,2,10,0,2,3,0,0,20250221
5662119,830,1,15,15,2,1,1,1,1,9,7,7,20250221
5560075,1060,1,15,14,7,1,10,2,4,3,7,5,20250221
5663762,1270,1,15,20,7,2,2,3,9,1,0,0,20250221
5303694,3450,7,13,12,1,10,11,2,0,0,10,8,20250221
5663445,1210,1,15,18,10,1,0,1,1,2,0,0,20250221
5661574,530,1,15,15,1,2,8,3,6,3,0,0,20250221
5034521,8680,9,15,19,14,0,1,1,0,13,8,7,20250221
5661185,970,1,14,10,10,1,3,3,2,2,0,0,20250221
5663258,360,1,14,16,1,6,1,2,3,5,0,0,20250221
5663485,370,1,15,7,2,3,2,9,1,3,0,0,20250221
5663418,770,1,15,6,3,2,9,1,8,2,0,0,20250221
5661288,290,1,14,16,2,3,3,3,3,1,0,0,20250221
5651478,730,1,14,9,5,10,3,4,3,1,4,6,20250221
5661570,660,1,15,7,3,3,3,2,10,3,0,0,20250221
5663271,220,1,14,12,3,3,7,0,0,1,0,0,20250221
5663733,250,1,15,9,3,2,8,4,2,1,0,0,20250221
5661164,240,1,14,9,4,2,3,6,1,7,0,0,20250221
5663794,460,1,15,17,2,6,0,3,3,1,0,0,20250221
5661899,550,1,15,16,2,2,1,2,2,8,0,0,20250221
5663604,910,1,15,19,7,4,3,2,1,3,0,0,20250221
5661267,480,1,15,11,3,2,2,9,5,3,0,0,20250221
5662538,490,1,15,11,1,5,1,9,2,4,0,0,20250221
5662741,200,1,15,9,2,7,0,3,2,6,0,0,20250221
5662872,1150,1,14,17,2,3,2,0,3,10,0,0,20250221
5659643,380,1,14,13,7,2,7,2,2,0,0,0,20250221
5646358,1750,1,16,12,3,2,9,5,3,1,10,3,20250221
5661328,1290,1,14,19,9,1,5,1,5,2,0,0,20250221
5663491,280,1,15,15,5,1,2,3,2,1,0,0,20250221
5440205,1590,4,20,12,9,1,5,5,2,3,6,10,20250221
5662019,290,1,14,6,0,8,1,4,1,1,0,0,20250221
5663352,980,1,15,11,10,0,2,2,3,3,0,0,20250221
5663688,150,1,15,13,3,2,2,2,3,3,0,0,20250221
5662281,340,1,15,10,3,7,6,7,3,2,0,0,20250221
5661286,160,1,14,12,2,5,6,3,1,3,0,0,20250221
5662218,780,1,15,12,2,10,3,3,3,3,0,0,20250221
5663486,860,1,15,18,1,3,2,3,2,9,0,0,20250221
5663628,760,1,15,16,2,4,3,0,4,9,0,0,20250221
5663446,180,1,15,8,2,3,1,4,6,6,0,0,20250221
5663567,940,1,15,12,2,1,3,10,3,2,0,0,20250221
5662700,560,1,15,8,3,9,0,2,0,2,0,0,20250221
5662443,240,1,15,8,2,7,1,6,2,5,0,0,20250221
5662237,160,1,14,7,0,2,3,1,3,7,0,0,20250221
5612459,1670,1,16,18,2,6,0,10,3,2,8,6,20250221
5653123,680,1,15,6,3,2,1,3,9,2,7,4,20250221
5090795,17250,13,16,18,2,2,7,0,15,1,12,14,20250221
5662535,630,1,14,18,1,3,1,2,2,7,0,0,20250221
5637496,330,1,15,6,3,3,3,1,4,6,6,7,20250221
5661367,430,1,14,10,1,3,2,9,1,0,0,0,20250221
5662212,40,1,14,6,1,0,2,3,0,3,0,0,20250221
5662223,830,1,14,19,2,5,3,2,3,3,0,0,20250221
5661844,260,1,14,10,1,1,3,2,0,8,0,0,20250221
5572427,1100,3,16,20,2,6,2,4,0,1,6,5,20250221
5661171,1050,1,14,15,1,7,3,3,2,10,0,0,20250221
5661589,1410,1,15,20,3,2,3,2,9,3,0,0,20250221
5579281,2520,2,14,6,4,2,9,2,2,2,11,9,20250221
5662420,340,1,14,16,0,2,2,1,4,3,0,0,20250221
5662215,1300,1,15,17,10,1,2,0,1,8,0,0,20250221
4906365,5350,14,14,17,3,0,11,8,0,0,9,4,20250221
5582779,1200,1,16,12,10,1,1,5,3,5,7,7,20250221
5661884,830,1,14,13,6,10,2,2,3,1,0,0,20250221
5662757,80,1,15,8,5,2,1,1,1,4,0,0,20250221
5663823,390,1,15,12,7,3,1,3,8,2,0,0,20250221
5663434,500,1,15,15,8,1,1,2,0,2,0,0,20250221
5663493,50,1,15,8,2,2,1,2,1,2,0,0,20250221
5661525,290,1,14,10,1,2,3,1,8,2,0,0,20250221
5663052,370,1,14,9,0,8,3,1,2,2,4,5,20250221
5662890,190,1,14,10,3,5,7,5,3,1,0,0,20250221
5647271,580,1,15,15,2,6,2,3,2,3,7,7,20250221
5661151,290,1,15,14,4,0,3,7,0,2,0,0,20250221
5663349,170,1,15,13,3,2,1,4,4,2,0,0,20250221
5661554,210,1,15,7,7,1,2,3,1,3,0,0,20250221
5661443,1000,1,15,9,1,2,3,10,9,2,0,0,20250221
5661398,830,1,14,19,3,7,3,1,3,0,0,0,20250221
5662720,60,1,15,9,1,3,3,3,0,1,0,0,20250221
4838078,20190,15,11,20,0,17,9,0,0,0,11,13,20250221
5662840,290,1,15,14,7,3,1,2,2,3,0,0,20250221
5663471,1280,1,15,20,9,3,2,2,3,1,0,0,20250221
4976672,2360,11,16,6,10,0,0,2,0,7,5,9,20250221
5641482,1760,1,16,16,8,10,0,1,0,3,7,6,20250221
5663262,590,1,14,18,1,1,4,1,1,3,0,0,20250221
5663450,1130,1,15,20,5,3,4,2,8,1,0,0,20250221
5663736,1190,1,15,17,5,3,3,9,8,3,0,0,20250221
5662438,140,1,14,12,5,5,1,3,2,3,0,0,20250221
5661702,240,1,15,9,1,0,8,3,3,2,0,0,20250221
5003520,14620,14,17,20,0,14,10,0,0,0,12,13,20250221
5627980,1040,1,14,6,2,9,9,0,2,1,5,6,20250221
5663748,410,1,15,16,0,7,5,2,1,1,0,0,20250221
5622593,690,1,16,9,2,2,2,7,3,3,7,8,20250221
5661699,1410,1,15,18,9,2,3,9,3,1,5,5,20250221
5661220,770,1,15,15,9,7,2,4,2,1,0,0,20250221
5663735,230,1,15,7,8,2,4,1,3,4,0,0,20250221
5019604,7730,11,18,14,12,0,3,3,1,11,11,11,20250221
5663468,830,1,15,17,3,1,1,3,9,2,3,5,20250221
5651971,250,1,14,14,6,3,3,6,2,0,0,0,20250221
5663304,930,1,15,6,9,9,6,0,2,0,0,0,20250221
5661331,140,1,14,12,3,4,2,5,4,0,0,0,20250221
5663000,580,1,15,17,1,3,2,3,3,8,0,0,20250221
5663717,340,1,15,7,2,2,0,6,3,8,0,0,20250221
5661496,130,1,15,12,3,3,3,3,2,5,0,0,20250221
5661591,970,1,15,9,0,1,2,8,10,5,0,0,20250221
5662147,920,1,15,11,2,3,1,2,8,9,7,6,20250221
5661575,260,1,15,9,1,1,6,7,3,3,0,0,20250221
5371426,8790,3,19,17,4,3,16,3,2,0,8,9,20250221
5661953,1420,1,15,19,10,3,3,3,3,1,4,6,20250221
5663488,140,1,15,10,4,6,2,2,3,2,0,0,20250221
5662445,530,1,15,13,0,6,1,1,3,9,0,0,20250221
5550969,2410,2,15,18,2,11,3,2,0,0,7,8,20250221
5656248,950,1,14,11,2,2,1,3,2,10,6,5,20250221
5661770,500,1,15,18,2,4,1,3,4,2,0,0,20250221
5662457,930,1,14,17,0,2,6,2,2,8,6,7,20250221
5662883,700,1,14,6,9,1,4,2,2,7,0,0,20250221
5661741,580,1,15,13,9,2,3,3,3,1,0,0,20250221
5662481,620,1,15,8,8,8,2,3,1,2,4,7,20250221
5663422,410,1,15,10,5,3,8,1,5,2,0,0,20250221
5563856,750,3,15,9,5,7,1,2,3,3,6,9,20250221
5630450,640,1,16,10,3,9,4,2,3,1,5,7,20250221
5642874,260,1,16,8,3,3,3,1,4,2,5,7,20250221
5662234,230,1,15,6,1,1,1,2,5,8,0,0,20250221
5663724,850,1,15,10,10,2,1,1,6,1,0,0,20250221
5598503,1380,1,16,17,3,10,6,3,2,1,6,5,20250221
5571278,1860,1,16,12,4,2,10,4,2,10,7,7,20250221
5662865,360,1,14,9,3,5,3,3,5,3,7,7,20250221
5661251,1480,1,14,19,6,1,2,3,2,10,0,0,20250221
5662821,720,1,15,17,1,2,1,2,9,1,0,0,20250221
5574020,2080,1,16,20,8,9,6,3,3,3,6,8,20250221
5661236,310,1,15,15,0,1,3,5,3,2,0,0,20250221
5426432,3550,4,19,12,2,2,0,10,10,10,9,8,20250221
5661228,430,1,14,11,2,7,3,3,2,8,0,0,20250221
5663612,480,1,15,17,2,3,2,3,1,5,0,0,20250221
5663496,440,1,15,11,9,2,2,1,3,3,0,0,20250221
5662891,200,1,15,7,3,0,3,2,7,3,0,0,20250221
5663689,1600,1,15,19,2,2,10,3,4,2,0,0,20250221
5663211,410,1,14,8,3,6,1,2,8,1,0,0,20250221
